wandb: Currently logged in as: hungtrab (hungtrab-hanoi-university-of-science-and-technology) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run tx7gebrs
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in logs/MiniGrid_Empty-5x5_reward_scale_linear_Baseline_20251218_101124/wandb/run-20251218_102055-tx7gebrs
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run MiniGrid_Empty-5x5_reward_scale_linear_Baseline_20251218_101124
wandb: ⭐️ View project at https://wandb.ai/hungtrab-hanoi-university-of-science-and-technology/MiniGrid_Drift_Research
wandb: 🚀 View run at https://wandb.ai/hungtrab-hanoi-university-of-science-and-technology/MiniGrid_Drift_Research/runs/tx7gebrs
/home/hungchan/miniconda3/envs/rl_hf_course/lib/python3.10/site-packages/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
--- Training Start: MiniGrid_Empty-5x5_reward_scale_linear_Baseline_20251218_101124 ---
>>> [Wrapper] Initialized Non-Stationary MiniGrid
    - reward_scale: linear
>>> Initializing PPO with kwargs: ['policy', 'env', 'learning_rate', 'gamma', 'verbose', 'tensorboard_log', 'n_steps', 'batch_size']
Using cuda device
Wrapping the env in a DummyVecEnv.
Wrapping the env in a VecTransposeImage.
Logging to logs/MiniGrid_Empty-5x5_reward_scale_linear_Baseline_20251218_101124_0
---------------------------------
| rollout/           |          |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.77      |
|    explained_variance   | 0.0928     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00919   |
|    n_updates            | 110        |
|    policy_gradient_loss | -0.00386   |
|    value_loss           | 0.00764    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 68.6        |
|    ep_rew_mean          | 0.368       |
| time/                   |             |
|    fps                  | 815         |
|    iterations           | 13          |
|    time_elapsed         | 8           |
|    total_timesteps      | 6656        |
| train/                  |             |
|    approx_kl            | 0.014002161 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.63       |
|    explained_variance   | 0.093       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0158      |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0142     |
|    value_loss           | 0.00531     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 66.6         |
|    ep_rew_mean          | 0.393        |
| time/                   |              |
|    fps                  | 813          |
|    iterations           | 14           |
|    time_elapsed         | 8            |
|    total_timesteps      | 7168         |
| train/                  |              |
|    approx_kl            | 0.0039778994 |
|    clip_fraction        | 0.0242       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.63        |
|    explained_variance   | 0.121        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00929      |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00416     |
|    value_loss           | 0.0184       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 63.8         |
|    ep_rew_mean          | 0.428        |
| time/                   |              |
|    fps                  | 812          |
|    iterations           | 15           |
|    time_elapsed         | 9            |
|    total_timesteps      | 7680         |
| train/                  |              |
|    approx_kl            | 0.0056229583 |
|    clip_fraction        | 0.0418       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.62        |
|    explained_variance   | 0.145        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00791      |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00522     |
|    value_loss           | 0.0185       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.4        |
|    ep_rew_mean          | 0.495       |
| time/                   |             |
|    fps                  | 811         |
|    iterations           | 16          |
|    time_elapsed         | 10          |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.006712479 |
|    clip_fraction        | 0.0465      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.157       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00297     |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00587    |
|    value_loss           | 0.028       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.5        |
|    ep_rew_mean          | 0.497       |
| time/                   |             |
|    fps                  | 813         |
|    iterations           | 17          |
|    time_elapsed         | 10          |
|    total_timesteps      | 8704        |
| train/                  |             |
|    approx_kl            | 0.014263859 |
|    clip_fraction        | 0.0744      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.67       |
|    explained_variance   | 0.187       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0208      |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00969    |
|    value_loss           | 0.0347      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.5        |
|    ep_rew_mean          | 0.519       |
| time/                   |             |
|    fps                  | 815         |
|    iterations           | 18          |
|    time_elapsed         | 11          |
|    total_timesteps      | 9216        |
| train/                  |             |
|    approx_kl            | 0.009740325 |
|    clip_fraction        | 0.0395      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.66       |
|    explained_variance   | 0.0277      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0118      |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00684    |
|    value_loss           | 0.0116      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56          |
|    ep_rew_mean          | 0.543       |
| time/                   |             |
|    fps                  | 817         |
|    iterations           | 19          |
|    time_elapsed         | 11          |
|    total_timesteps      | 9728        |
| train/                  |             |
|    approx_kl            | 0.008006555 |
|    clip_fraction        | 0.0123      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.6        |
|    explained_variance   | 0.158       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0265      |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.00343    |
|    value_loss           | 0.0319      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54.5        |
|    ep_rew_mean          | 0.56        |
| time/                   |             |
|    fps                  | 816         |
|    iterations           | 20          |
|    time_elapsed         | 12          |
|    total_timesteps      | 10240       |
| train/                  |             |
|    approx_kl            | 0.007940117 |
|    clip_fraction        | 0.034       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.63       |
|    explained_variance   | 0.283       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00234     |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00549    |
|    value_loss           | 0.0181      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53          |
|    ep_rew_mean          | 0.583       |
| time/                   |             |
|    fps                  | 815         |
|    iterations           | 21          |
|    time_elapsed         | 13          |
|    total_timesteps      | 10752       |
| train/                  |             |
|    approx_kl            | 0.004963603 |
|    clip_fraction        | 0.00469     |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.68       |
|    explained_variance   | -0.0833     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0052      |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00234    |
|    value_loss           | 0.00829     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.6        |
|    ep_rew_mean          | 0.636       |
| time/                   |             |
|    fps                  | 814         |
|    iterations           | 22          |
|    time_elapsed         | 13          |
|    total_timesteps      | 11264       |
| train/                  |             |
|    approx_kl            | 0.015713044 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.61       |
|    explained_variance   | -0.0909     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.000111    |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0106     |
|    value_loss           | 0.0148      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 48.2         |
|    ep_rew_mean          | 0.646        |
| time/                   |              |
|    fps                  | 815          |
|    iterations           | 23           |
|    time_elapsed         | 14           |
|    total_timesteps      | 11776        |
| train/                  |              |
|    approx_kl            | 0.0039005189 |
|    clip_fraction        | 0.024        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.53        |
|    explained_variance   | 0.121        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.036        |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00499     |
|    value_loss           | 0.0391       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 43.6        |
|    ep_rew_mean          | 0.708       |
| time/                   |             |
|    fps                  | 815         |
|    iterations           | 24          |
|    time_elapsed         | 15          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.011257194 |
|    clip_fraction        | 0.0754      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.43       |
|    explained_variance   | 0.236       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00191     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0098     |
|    value_loss           | 0.0251      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 45.4         |
|    ep_rew_mean          | 0.701        |
| time/                   |              |
|    fps                  | 816          |
|    iterations           | 25           |
|    time_elapsed         | 15           |
|    total_timesteps      | 12800        |
| train/                  |              |
|    approx_kl            | 0.0060235783 |
|    clip_fraction        | 0.059        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.35        |
|    explained_variance   | 0.305        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0122      |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00805     |
|    value_loss           | 0.0393       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 42.5         |
|    ep_rew_mean          | 0.775        |
| time/                   |              |
|    fps                  | 817          |
|    iterations           | 26           |
|    time_elapsed         | 16           |
|    total_timesteps      | 13312        |
| train/                  |              |
|    approx_kl            | 0.0024586637 |
|    clip_fraction        | 0.00996      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.36        |
|    explained_variance   | 0.0627       |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0104       |
|    n_updates            | 250          |
|    policy_gradient_loss | -0.00405     |
|    value_loss           | 0.0368       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.8        |
|    ep_rew_mean          | 0.854       |
| time/                   |             |
|    fps                  | 818         |
|    iterations           | 27          |
|    time_elapsed         | 16          |
|    total_timesteps      | 13824       |
| train/                  |             |
|    approx_kl            | 0.003415279 |
|    clip_fraction        | 0.0125      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.38       |
|    explained_variance   | 0.243       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00809     |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00402    |
|    value_loss           | 0.0516      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 31.6         |
|    ep_rew_mean          | 0.991        |
| time/                   |              |
|    fps                  | 817          |
|    iterations           | 28           |
|    time_elapsed         | 17           |
|    total_timesteps      | 14336        |
| train/                  |              |
|    approx_kl            | 0.0024635922 |
|    clip_fraction        | 0.000391     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.35        |
|    explained_variance   | 0.323        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0213       |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.00353     |
|    value_loss           | 0.0536       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 29.1        |
|    ep_rew_mean          | 1.05        |
| time/                   |             |
|    fps                  | 816         |
|    iterations           | 29          |
|    time_elapsed         | 18          |
|    total_timesteps      | 14848       |
| train/                  |             |
|    approx_kl            | 0.005013317 |
|    clip_fraction        | 0.033       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | 0.283       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00375     |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00735    |
|    value_loss           | 0.046       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 28.2        |
|    ep_rew_mean          | 1.09        |
| time/                   |             |
|    fps                  | 816         |
|    iterations           | 30          |
|    time_elapsed         | 18          |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.004168558 |
|    clip_fraction        | 0.0553      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.28       |
|    explained_variance   | 0.149       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00911     |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.0057     |
|    value_loss           | 0.0387      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.8        |
|    ep_rew_mean          | 1.1         |
| time/                   |             |
|    fps                  | 815         |
|    iterations           | 31          |
|    time_elapsed         | 19          |
|    total_timesteps      | 15872       |
| train/                  |             |
|    approx_kl            | 0.003835077 |
|    clip_fraction        | 0.0277      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.34       |
|    explained_variance   | 0.25        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0302      |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.00417    |
|    value_loss           | 0.0484      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.5         |
|    ep_rew_mean          | 1.11         |
| time/                   |              |
|    fps                  | 812          |
|    iterations           | 32           |
|    time_elapsed         | 20           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0038655046 |
|    clip_fraction        | 0.0104       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.28        |
|    explained_variance   | 0.194        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0257       |
|    n_updates            | 310          |
|    policy_gradient_loss | -0.00245     |
|    value_loss           | 0.0412       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.5         |
|    ep_rew_mean          | 1.09         |
| time/                   |              |
|    fps                  | 810          |
|    iterations           | 33           |
|    time_elapsed         | 20           |
|    total_timesteps      | 16896        |
| train/                  |              |
|    approx_kl            | 0.0067595076 |
|    clip_fraction        | 0.043        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.34        |
|    explained_variance   | 0.249        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0278      |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00863     |
|    value_loss           | 0.0284       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.1        |
|    ep_rew_mean          | 1.09        |
| time/                   |             |
|    fps                  | 809         |
|    iterations           | 34          |
|    time_elapsed         | 21          |
|    total_timesteps      | 17408       |
| train/                  |             |
|    approx_kl            | 0.007137719 |
|    clip_fraction        | 0.0676      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.42       |
|    explained_variance   | 0.216       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00631     |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0102     |
|    value_loss           | 0.0366      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.2         |
|    ep_rew_mean          | 1.08         |
| time/                   |              |
|    fps                  | 809          |
|    iterations           | 35           |
|    time_elapsed         | 22           |
|    total_timesteps      | 17920        |
| train/                  |              |
|    approx_kl            | 0.0056558046 |
|    clip_fraction        | 0.0512       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.3         |
|    explained_variance   | 0.195        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00904     |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00925     |
|    value_loss           | 0.0338       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.2         |
|    ep_rew_mean          | 1.09         |
| time/                   |              |
|    fps                  | 810          |
|    iterations           | 36           |
|    time_elapsed         | 22           |
|    total_timesteps      | 18432        |
| train/                  |              |
|    approx_kl            | 0.0035905102 |
|    clip_fraction        | 0.0242       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.353        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00559     |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.00672     |
|    value_loss           | 0.0218       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.4        |
|    ep_rew_mean          | 1.08        |
| time/                   |             |
|    fps                  | 809         |
|    iterations           | 37          |
|    time_elapsed         | 23          |
|    total_timesteps      | 18944       |
| train/                  |             |
|    approx_kl            | 0.010015403 |
|    clip_fraction        | 0.0773      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.2        |
|    explained_variance   | 0.224       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00989     |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.0102     |
|    value_loss           | 0.0406      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 21           |
|    ep_rew_mean          | 1.12         |
| time/                   |              |
|    fps                  | 808          |
|    iterations           | 38           |
|    time_elapsed         | 24           |
|    total_timesteps      | 19456        |
| train/                  |              |
|    approx_kl            | 0.0043719793 |
|    clip_fraction        | 0.0201       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.18        |
|    explained_variance   | 0.231        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00509      |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.00952     |
|    value_loss           | 0.0371       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14.9         |
|    ep_rew_mean          | 1.18         |
| time/                   |              |
|    fps                  | 807          |
|    iterations           | 39           |
|    time_elapsed         | 24           |
|    total_timesteps      | 19968        |
| train/                  |              |
|    approx_kl            | 0.0055673784 |
|    clip_fraction        | 0.032        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.12        |
|    explained_variance   | 0.318        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00203      |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.0109      |
|    value_loss           | 0.0296       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 10           |
|    ep_rew_mean          | 1.23         |
| time/                   |              |
|    fps                  | 805          |
|    iterations           | 40           |
|    time_elapsed         | 25           |
|    total_timesteps      | 20480        |
| train/                  |              |
|    approx_kl            | 0.0063003614 |
|    clip_fraction        | 0.0363       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.995       |
|    explained_variance   | 0.347        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00576     |
|    n_updates            | 390          |
|    policy_gradient_loss | -0.0134      |
|    value_loss           | 0.0339       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.3         |
|    ep_rew_mean          | 1.24        |
| time/                   |             |
|    fps                  | 804         |
|    iterations           | 41          |
|    time_elapsed         | 26          |
|    total_timesteps      | 20992       |
| train/                  |             |
|    approx_kl            | 0.008450632 |
|    clip_fraction        | 0.0963      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.864      |
|    explained_variance   | 0.138       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00268    |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.0206     |
|    value_loss           | 0.0102      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 7.87         |
