wandb: Currently logged in as: hungtrab (hungtrab-hanoi-university-of-science-and-technology) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 6n1jxxve
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in logs/CartPole_gravity_sine_Baseline_20251216_224147/wandb/run-20251216_224527-6n1jxxve
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run CartPole_gravity_sine_Baseline_20251216_224147
wandb: ⭐️ View project at https://wandb.ai/hungtrab-hanoi-university-of-science-and-technology/CartPole_Drift_Research
wandb: 🚀 View run at https://wandb.ai/hungtrab-hanoi-university-of-science-and-technology/CartPole_Drift_Research/runs/6n1jxxve
Warning: sb3-contrib not installed. TRPO unavailable. Install with: pip install sb3-contrib
--- Training Start: CartPole_gravity_sine_Baseline_20251216_224147 ---
>>> [Wrapper] Initialized Non-Stationary CartPole
    - gravity: sine (magnitude=5.0, period=20000)
>>> Initializing PPO with kwargs: ['policy', 'env', 'learning_rate', 'gamma', 'verbose', 'tensorboard_log', 'n_steps', 'batch_size']
Using cuda device
Wrapping the env in a DummyVecEnv.
Logging to logs/CartPole_gravity_sine_Baseline_20251216_224147_0
---------------------------------
| rollout/           |          |
| time/                   |             |
|    fps                  | 1065        |
|    iterations           | 4           |
|    time_elapsed         | 7           |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.007694913 |
|    clip_fraction        | 0.0546      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.643      |
|    explained_variance   | 0.15306288  |
|    learning_rate        | 0.0003      |
|    loss                 | 17.5        |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0125     |
|    value_loss           | 51.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 59.9         |
|    ep_rew_mean          | 59.9         |
| time/                   |              |
|    fps                  | 1050         |
|    iterations           | 5            |
|    time_elapsed         | 9            |
|    total_timesteps      | 10240        |
| train/                  |              |
|    approx_kl            | 0.0076466054 |
|    clip_fraction        | 0.0694       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.612       |
|    explained_variance   | 0.34666908   |
|    learning_rate        | 0.0003       |
|    loss                 | 24.8         |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.0166      |
|    value_loss           | 56.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 76.2        |
|    ep_rew_mean          | 76.2        |
| time/                   |             |
|    fps                  | 1040        |
|    iterations           | 6           |
|    time_elapsed         | 11          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.010256274 |
|    clip_fraction        | 0.0705      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.598      |
|    explained_variance   | 0.33584154  |
|    learning_rate        | 0.0003      |
|    loss                 | 42.1        |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0164     |
|    value_loss           | 71.1        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 92.1         |
|    ep_rew_mean          | 92.1         |
| time/                   |              |
|    fps                  | 1039         |
|    iterations           | 7            |
|    time_elapsed         | 13           |
|    total_timesteps      | 14336        |
| train/                  |              |
|    approx_kl            | 0.0045235236 |
|    clip_fraction        | 0.0289       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.58        |
|    explained_variance   | 0.3335629    |
|    learning_rate        | 0.0003       |
|    loss                 | 29.2         |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.01        |
|    value_loss           | 54.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 110          |
|    ep_rew_mean          | 110          |
| time/                   |              |
|    fps                  | 1039         |
|    iterations           | 8            |
|    time_elapsed         | 15           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0036456021 |
|    clip_fraction        | 0.0238       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.58        |
|    explained_variance   | 0.7741136    |
|    learning_rate        | 0.0003       |
|    loss                 | 3.12         |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00355     |
|    value_loss           | 38.9         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 128          |
|    ep_rew_mean          | 128          |
| time/                   |              |
|    fps                  | 1035         |
|    iterations           | 9            |
|    time_elapsed         | 17           |
|    total_timesteps      | 18432        |
| train/                  |              |
|    approx_kl            | 0.0076131886 |
|    clip_fraction        | 0.102        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.579       |
|    explained_variance   | 0.8775874    |
|    learning_rate        | 0.0003       |
|    loss                 | 12.2         |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.0146      |
|    value_loss           | 26.7         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 143         |
|    ep_rew_mean          | 143         |
| time/                   |             |
|    fps                  | 1034        |
|    iterations           | 10          |
|    time_elapsed         | 19          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.006769716 |
|    clip_fraction        | 0.0574      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.557      |
|    explained_variance   | 0.7629168   |
|    learning_rate        | 0.0003      |
|    loss                 | 33.8        |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00988    |
|    value_loss           | 52.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 161         |
|    ep_rew_mean          | 161         |
| time/                   |             |
|    fps                  | 1036        |
|    iterations           | 11          |
|    time_elapsed         | 21          |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.005201355 |
|    clip_fraction        | 0.0489      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.532      |
|    explained_variance   | 0.69455457  |
|    learning_rate        | 0.0003      |
|    loss                 | 39.3        |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00879    |
|    value_loss           | 34.1        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 177          |
|    ep_rew_mean          | 177          |
| time/                   |              |
|    fps                  | 1035         |
|    iterations           | 12           |
|    time_elapsed         | 23           |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0075333826 |
|    clip_fraction        | 0.0323       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.516       |
|    explained_variance   | 0.5190469    |
|    learning_rate        | 0.0003       |
|    loss                 | 18.7         |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00336     |
|    value_loss           | 40.4         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 197         |
|    ep_rew_mean          | 197         |
| time/                   |             |
|    fps                  | 1036        |
|    iterations           | 13          |
|    time_elapsed         | 25          |
|    total_timesteps      | 26624       |
| train/                  |             |
|    approx_kl            | 0.005742428 |
|    clip_fraction        | 0.0507      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.502      |
|    explained_variance   | 0.4674995   |
|    learning_rate        | 0.0003      |
|    loss                 | 6.72        |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00136    |
|    value_loss           | 19.6        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 214          |
|    ep_rew_mean          | 214          |
| time/                   |              |
|    fps                  | 1032         |
|    iterations           | 14           |
|    time_elapsed         | 27           |
|    total_timesteps      | 28672        |
| train/                  |              |
|    approx_kl            | 0.0036517717 |
|    clip_fraction        | 0.0361       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.489       |
|    explained_variance   | 0.5580546    |
|    learning_rate        | 0.0003       |
|    loss                 | 22.8         |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00638     |
|    value_loss           | 50.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 233         |
|    ep_rew_mean          | 233         |
| time/                   |             |
|    fps                  | 1027        |
|    iterations           | 15          |
|    time_elapsed         | 29          |
|    total_timesteps      | 30720       |
| train/                  |             |
|    approx_kl            | 0.008082429 |
|    clip_fraction        | 0.0635      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.473      |
|    explained_variance   | -0.12625265 |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0452      |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00269    |
|    value_loss           | 2.09        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 250         |
|    ep_rew_mean          | 250         |
| time/                   |             |
|    fps                  | 1022        |
|    iterations           | 16          |
|    time_elapsed         | 32          |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.002499342 |
|    clip_fraction        | 0.033       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.459      |
|    explained_variance   | 0.21316832  |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0266      |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00253    |
|    value_loss           | 1.37        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 268          |
|    ep_rew_mean          | 268          |
| time/                   |              |
|    fps                  | 1020         |
|    iterations           | 17           |
|    time_elapsed         | 34           |
|    total_timesteps      | 34816        |
| train/                  |              |
|    approx_kl            | 0.0051106457 |
|    clip_fraction        | 0.0333       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.452       |
|    explained_variance   | 0.049916506  |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0348       |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00206     |
|    value_loss           | 0.878        |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 286           |
|    ep_rew_mean          | 286           |
| time/                   |               |
|    fps                  | 1017          |
|    iterations           | 18            |
|    time_elapsed         | 36            |
|    total_timesteps      | 36864         |
| train/                  |               |
|    approx_kl            | 0.0013225203  |
|    clip_fraction        | 0.00752       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.443        |
|    explained_variance   | -0.0028795004 |
|    learning_rate        | 0.0003        |
|    loss                 | 0.0137        |
|    n_updates            | 170           |
|    policy_gradient_loss | -6.05e-05     |
|    value_loss           | 0.53          |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 303          |
|    ep_rew_mean          | 303          |
| time/                   |              |
|    fps                  | 1016         |
|    iterations           | 19           |
|    time_elapsed         | 38           |
|    total_timesteps      | 38912        |
| train/                  |              |
|    approx_kl            | 0.0029135593 |
|    clip_fraction        | 0.011        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.444       |
|    explained_variance   | 0.04418546   |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0242       |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.000215    |
|    value_loss           | 0.333        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 319         |
|    ep_rew_mean          | 319         |
| time/                   |             |
|    fps                  | 1014        |
|    iterations           | 20          |
|    time_elapsed         | 40          |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.007845644 |
|    clip_fraction        | 0.0814      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.455      |
|    explained_variance   | 0.5769844   |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0216      |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00302    |
|    value_loss           | 0.204       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 336         |
|    ep_rew_mean          | 336         |
| time/                   |             |
|    fps                  | 1013        |
|    iterations           | 21          |
|    time_elapsed         | 42          |
|    total_timesteps      | 43008       |
| train/                  |             |
|    approx_kl            | 0.003088524 |
|    clip_fraction        | 0.0305      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.448      |
|    explained_variance   | 0.4434318   |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0178      |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00185    |
|    value_loss           | 0.128       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 357          |
|    ep_rew_mean          | 357          |
| time/                   |              |
|    fps                  | 1012         |
|    iterations           | 22           |
|    time_elapsed         | 44           |
|    total_timesteps      | 45056        |
| train/                  |              |
|    approx_kl            | 0.0030700748 |
|    clip_fraction        | 0.0279       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.445       |
|    explained_variance   | 0.124601364  |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00248      |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.00272     |
|    value_loss           | 0.0846       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 371          |
|    ep_rew_mean          | 371          |
| time/                   |              |
|    fps                  | 1012         |
|    iterations           | 23           |
|    time_elapsed         | 46           |
|    total_timesteps      | 47104        |
| train/                  |              |
|    approx_kl            | 0.0022474248 |
|    clip_fraction        | 0.0499       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.458       |
|    explained_variance   | 0.8396426    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0016      |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00318     |
|    value_loss           | 0.0503       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 385          |
|    ep_rew_mean          | 385          |
| time/                   |              |
|    fps                  | 1011         |
|    iterations           | 24           |
|    time_elapsed         | 48           |
|    total_timesteps      | 49152        |
| train/                  |              |
|    approx_kl            | 0.0028879344 |
|    clip_fraction        | 0.0141       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.436       |
|    explained_variance   | 0.29173535   |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00212     |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.00176     |
|    value_loss           | 0.0314       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 399          |
|    ep_rew_mean          | 399          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 25           |
|    time_elapsed         | 50           |
|    total_timesteps      | 51200        |
| train/                  |              |
|    approx_kl            | 0.0020367538 |
|    clip_fraction        | 0.00879      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.436       |
|    explained_variance   | -0.06792915  |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00851      |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.000173    |
|    value_loss           | 0.0196       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 413         |
|    ep_rew_mean          | 413         |
| time/                   |             |
|    fps                  | 1009        |
|    iterations           | 26          |
|    time_elapsed         | 52          |
|    total_timesteps      | 53248       |
| train/                  |             |
|    approx_kl            | 0.005934029 |
|    clip_fraction        | 0.0471      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.429      |
|    explained_variance   | 0.04068649  |
|    learning_rate        | 0.0003      |
|    loss                 | 0.000101    |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.0025     |
|    value_loss           | 0.0127      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 425          |
|    ep_rew_mean          | 425          |
| time/                   |              |
|    fps                  | 1009         |
|    iterations           | 27           |
|    time_elapsed         | 54           |
|    total_timesteps      | 55296        |
| train/                  |              |
|    approx_kl            | 0.0035646777 |
|    clip_fraction        | 0.0231       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.424       |
|    explained_variance   | 0.3152082    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.000359    |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.000676    |
|    value_loss           | 0.00811      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 434          |
|    ep_rew_mean          | 434          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 28           |
|    time_elapsed         | 56           |
|    total_timesteps      | 57344        |
| train/                  |              |
|    approx_kl            | 0.0028110286 |
|    clip_fraction        | 0.00996      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.42        |
|    explained_variance   | -0.009785533 |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0045       |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.000169    |
|    value_loss           | 0.00517      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 443          |
|    ep_rew_mean          | 443          |
| time/                   |              |
|    fps                  | 1009         |
|    iterations           | 29           |
|    time_elapsed         | 58           |
|    total_timesteps      | 59392        |
| train/                  |              |
|    approx_kl            | 0.0021539775 |
|    clip_fraction        | 0.0209       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.409       |
|    explained_variance   | 0.12429649   |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00935     |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00109     |
|    value_loss           | 0.00343      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 453          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 30           |
|    time_elapsed         | 60           |
|    total_timesteps      | 61440        |
| train/                  |              |
|    approx_kl            | 0.004264146  |
|    clip_fraction        | 0.0338       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.397       |
|    explained_variance   | -0.015646458 |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0144      |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.00252     |
|    value_loss           | 0.00243      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 464          |
|    ep_rew_mean          | 464          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 31           |
|    time_elapsed         | 62           |
|    total_timesteps      | 63488        |
| train/                  |              |
|    approx_kl            | 0.0028434345 |
|    clip_fraction        | 0.0181       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.388       |
|    explained_variance   | -0.098789334 |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0262      |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.0016      |
|    value_loss           | 0.00161      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 476          |
|    ep_rew_mean          | 476          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 32           |
|    time_elapsed         | 64           |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0026086185 |
|    clip_fraction        | 0.0229       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.36        |
|    explained_variance   | 0.07593095   |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00235      |
|    n_updates            | 310          |
|    policy_gradient_loss | -0.000716    |
|    value_loss           | 0.0011       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 483          |
|    ep_rew_mean          | 483          |
| time/                   |              |
|    fps                  | 1009         |
|    iterations           | 33           |
|    time_elapsed         | 66           |
|    total_timesteps      | 67584        |
| train/                  |              |
|    approx_kl            | 0.0025656477 |
|    clip_fraction        | 0.0243       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.357       |
|    explained_variance   | -0.08414447  |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00166     |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00174     |
|    value_loss           | 0.000758     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 488         |
|    ep_rew_mean          | 488         |
| time/                   |             |
|    fps                  | 1006        |
|    iterations           | 34          |
|    time_elapsed         | 69          |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.005531541 |
|    clip_fraction        | 0.0511      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.353      |
|    explained_variance   | -0.096084   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0107     |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00186    |
|    value_loss           | 0.000511    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 491          |
|    ep_rew_mean          | 491          |
| time/                   |              |
|    fps                  | 1007         |
|    iterations           | 35           |
|    time_elapsed         | 71           |
|    total_timesteps      | 71680        |
| train/                  |              |
|    approx_kl            | 0.0015084844 |
|    clip_fraction        | 0.0218       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.35        |
|    explained_variance   | 0.052782178  |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00364      |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.000867    |
|    value_loss           | 0.000362     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 494          |
|    ep_rew_mean          | 494          |
| time/                   |              |
|    fps                  | 1008         |
|    iterations           | 36           |
|    time_elapsed         | 73           |
|    total_timesteps      | 73728        |
| train/                  |              |
|    approx_kl            | 0.0036513987 |
|    clip_fraction        | 0.0319       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.355       |
|    explained_variance   | -0.103719115 |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0169       |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.000432    |
|    value_loss           | 0.000258     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 496          |
|    ep_rew_mean          | 496          |
| time/                   |              |
|    fps                  | 1009         |
|    iterations           | 37           |
|    time_elapsed         | 75           |
|    total_timesteps      | 75776        |
| train/                  |              |
|    approx_kl            | 0.0044639087 |
|    clip_fraction        | 0.0272       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.348       |
|    explained_variance   | -0.09477949  |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00824     |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.000967    |
|    value_loss           | 0.00018      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 500          |
|    ep_rew_mean          | 500          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 38           |
|    time_elapsed         | 77           |
|    total_timesteps      | 77824        |
| train/                  |              |
|    approx_kl            | 0.0020320278 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.32        |
|    explained_variance   | -0.096441746 |
|    learning_rate        | 0.0003       |
|    loss                 | -0.000762    |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.00121     |
|    value_loss           | 0.000141     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 500         |
|    ep_rew_mean          | 500         |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 39          |
|    time_elapsed         | 79          |
|    total_timesteps      | 79872       |
| train/                  |             |
|    approx_kl            | 0.009647161 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.333      |
|    explained_variance   | -0.08275938 |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00328    |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.00516    |
|    value_loss           | 9.43e-05    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 500          |
|    ep_rew_mean          | 500          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 40           |
|    time_elapsed         | 81           |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0031351505 |
|    clip_fraction        | 0.0276       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.354       |
|    explained_variance   | -0.06676972  |
|    learning_rate        | 0.0003       |
|    loss                 | -0.013       |
|    n_updates            | 390          |
|    policy_gradient_loss | -0.00132     |
|    value_loss           | 6.78e-05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 500          |
|    ep_rew_mean          | 500          |
| time/                   |              |
|    fps                  | 1009         |
|    iterations           | 41           |
|    time_elapsed         | 83           |
|    total_timesteps      | 83968        |
| train/                  |              |
|    approx_kl            | 0.0018999609 |
|    clip_fraction        | 0.0183       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.349       |
|    explained_variance   | -0.24898899  |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00108      |
|    n_updates            | 400          |
|    policy_gradient_loss | 0.00017      |
|    value_loss           | 5.28e-05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 500          |
|    ep_rew_mean          | 500          |
| time/                   |              |
|    fps                  | 1009         |
|    iterations           | 42           |
|    time_elapsed         | 85           |
|    total_timesteps      | 86016        |
| train/                  |              |
|    approx_kl            | 0.0024605512 |
|    clip_fraction        | 0.0178       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.334       |
|    explained_variance   | -0.18424189  |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00788      |
|    n_updates            | 410          |
|    policy_gradient_loss | -0.00154     |
|    value_loss           | 4.09e-05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 500           |
|    ep_rew_mean          | 500           |
| time/                   |               |
|    fps                  | 1010          |
|    iterations           | 43            |
|    time_elapsed         | 87            |
|    total_timesteps      | 88064         |
| train/                  |               |
|    approx_kl            | 0.0025877254  |
|    clip_fraction        | 0.0487        |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.33         |
|    explained_variance   | -0.0092948675 |
|    learning_rate        | 0.0003        |
|    loss                 | -0.0254       |
|    n_updates            | 420           |
|    policy_gradient_loss | -0.0035       |
|    value_loss           | 3.3e-05       |
-------------------------------------------
